unique_number;id_no;rev_bis;name_en;name_fr;short_description_en;short_description_fr;justification_en;justification_fr;date_inscribed;secondary_dates;danger;date_end;danger_list;longitude;latitude;area_hectares;C1;C2;C3;C4;C5;C6;N7;N8;N9;N10;criteria_txt;category;category_short;states_name_en;states_name_fr;region_en;region_fr;iso_code;udnp_code;transboundary
63;59;;Bryggen;Quartier de « Bryggen » dans la ville de Bergen;<p>Bryggen, the old wharf of Bergen, is a reminder of the town’s importance as part of the Hanseatic League’s trading empire from the 14th to the mid-16th century. Many fires, the last in 1955, have ravaged the characteristic wooden houses of Bryggen. Its rebuilding has traditionally followed old patterns and methods, thus leaving its main structure preserved, which is a relic of an ancient wooden urban structure once common in Northern Europe. Today, some 62 buildings remain of this former townscape.</p>;<p>Bryggen, le vieux quai de Bergen rappelle l’importance de la ville comme élément de l’empire commercial de la Ligue hanséatique, du XIVe siècle au milieu du XVIe siècle. De nombreux incendies, dont le dernier en 1955, ont ravagé les maisons typiques en bois de Bryggen. Sa reconstruction a traditionnellement repris les anciennes méthodes et modèles, (ainsi en laissant)sa structure principale a été préservée, qui est une relique d’une ancienne structure urbaine en bois autrefois commune dans le nord de l’Europe. Aujourd’hui, environ 62 immeubles persistent dans cet ancien townscape.</p>;;;1979;;0;;;5,32306;60,39722;1,196;0;0;1;0;0;0;0;0;0;0;(iii);Cultural;C;Norway;Norvège;Europe and North America;Europe et Amérique du Nord;no;nor;0
403;352;;Rock Art of Alta;Art rupestre d’Alta;<p>This group of petroglyphs in the Alta Fjord, near the Arctic Circle, bears the traces of a settlement dating from c. 4200 to 500 B.C. The thousands of paintings and engravings add to our understanding of the environment and human activities on the fringes of the Far North in prehistoric times.</p>;<p>Les pétroglyphes du fjord d'Alta, proche du cercle arctique, conservent la trace d'un habitat qui dura à peu près de 4200 à 500 av. J.-C. Des milliers de peintures et gravures nous aident à comprendre l'environnement et l'activité humaine à l'époque préhistorique aux confins du Grand Nord.</p>;;;1985;;0;;;23,18333;69,95;53,59;0;0;1;0;0;0;0;0;0;0;(iii);Cultural;C;Norway;Norvège;Europe and North America;Europe et Amérique du Nord;no;nor;0
2254;1143;;Vegaøyan – The Vega Archipelago;Vegaøyan – Archipel de Vega;<p>A cluster of dozens of islands centred on Vega, just south of the Arctic Circle, forms a cultural landscape of 107,294 ha, of which 6,881 ha is land. The islands bear testimony to a distinctive frugal way of life based on fishing and the harvesting of the down of eider ducks, in an inhospitable environment. There are fishing villages, quays, warehouses, eider houses (built for eider ducks to nest in), farming landscapes, lighthouses and beacons. There is evidence of human settlement from the Stone Age onwards. By the 9th century, the islands had become an important centre for the supply of down, which appears to have accounted for around a third of the islanders’ income. The Vega Archipelago reflects the way fishermen/farmers have, over the past 1,500 years, maintained a sustainable living and the contribution of women to eiderdown harvesting.</p>;<p>Ce groupe d’une douzaine d’îles autour de Vega, au sud du cercle arctique, constitue un paysage culturel de 107 294 ha dont 6 881 ha de terres. Les îles attestent d’un mode de vie frugal fondé sur la pêche et la collecte du duvet d’eider (une espèce de canard) dans un environnement hostile. On y trouve des villages de pêcheurs avec des quais, entrepôts et bâtiments servant de nichoirs pour les canards eiders, ainsi que d’un paysage agricole, des phares et des balises. Les traces de peuplement humain remontent à l’âge de la pierre. Au IXe siècle, les îles étaient devenues un grand centre d’approvisionnement du duvet, lequel représentait probablement un tiers des revenus des îliens. L’archipel de Vega illustre la façon dont les pêcheurs/agriculteurs subsistaient depuis 1 500 ans et le rôle des femmes dans la collecte du duvet d’eider.</p>;<p><em>Criterion (v):</em> The Vega archipelago reflects the way generations of fishermen/farmers have, over the past 1500 years, maintained a sustainable living in an inhospitable seascape near the Arctic Circle, based on the now unique practice of eider down harvesting, and it also celebrate the contribution made by women to the eider down process.</p>;<p><em>Critère (v) :</em> L’archipel de Vega reflète la façon dont des générations de pêcheurs / agriculteurs ont, depuis 1 500 ans, maintenu un mode de vie durable dans un paysage maritime inhospitalier à proximité du Cercle arctique, grâce à la pratique désormais unique de la collecte du duvet d’eider, et il célèbre aussi la contribution des femmes à cette activité.</p>;2004;;0;;;11,75;65,61667;107294;0;0;0;0;1;0;0;0;0;0;(v);Cultural;C;Norway;Norvège;Europe and North America;Europe et Amérique du Nord;no;nor;0
1372;1195;;West Norwegian Fjords – Geirangerfjord and Nærøyfjord;Fjords de l’Ouest de la Norvège – Geirangerfjord et Nærøyfjord;<p>Situated in south-western Norway, north-east of Bergen, Geirangerfjord and Nærøyfjord, set 120 km from one another, are part of the west Norwegian fjord landscape, which stretches from Stavanger in the south to Andalsnes, 500 km to the north-east. The two fjords, among the world’s longest and deepest, are considered as archetypical fjord landscapes and among the most scenically outstanding anywhere. Their exceptional natural beauty is derived from their narrow and steep-sided crystalline rock walls that rise up to 1,400 m from the Norwegian Sea and extend 500 m below sea level. The sheer walls of the fjords have numerous waterfalls while free-flowing rivers cross their deciduous and coniferous forests to glacial lakes, glaciers and rugged mountains. The landscape features a range of supporting natural phenomena, both terrestrial and marine, such as submarine moraines and marine mammals.</p>;<p>Situés au sud-ouest de la Norvège, au nord-est de Bergen, Geirangerfjord et Nærøyfjord, à 120 km l’un de l’autre, font partie des fjords de l’ouest de la Norvège qui s’étendent de Stavanger au sud jusqu’à Andalsnes, 500 km au nord-est. Les deux fjords, qui sont parmi les plus longs et des plus profonds du monde, sont considérés comme caractéristiques de la géographie des fjords et comme l’un des paysages les plus spectaculaires de la planète. Leur exceptionnelle beauté naturelle provient des parois cristallines, étroites et abruptes, qui s’élèvent jusqu’à 1 400 m au-dessus de la mer et plongent 500 m en dessous. Les parois à pic des fjords abritent de nombreuses cascades tandis que des rivières sauvages coulent à travers des forêts caduques et de conifères vers des lacs glaciaires, des glaciers et les montagnes escarpées. Le paysage contient une variété de phénomènes naturels, tant terrestres que marins, découlant de cet environnement, comme des moraines sous-marines et des mammifères marins. Des vestiges de vieilles fermes de transhumance désormais abandonnées ajoutent un aspect culturel au caractère spectaculaire du lieu et donne une ultime touche humaine au site.</p>;"<p><em>Criterion (viii): </em>The West Norwegian Fjords are classic, superbly developed fjords, considered as the type locality for fjord landscapes in the world. They are comparable in scale and quality to other existing fjords on the World Heritage List and are distinguished by the climate and geological setting. The property displays a full range of the inner segments of two of the world’s longest and deepest fjords.</p>
<p><em>Criterion (vii): </em>The Nærøyfjord and Geirangerfjord areas are considered to be among the most scenically outstanding fjord areas on the planet. Their outstanding natural beauty is derived from their narrow and steep-sided crystalline rock walls that rise up to 1400 m direct from the Norwegian Sea and extend 500 m below sea level. Along the sheer walls of the fjords are numerous waterfalls while free-flowing rivers rise up through deciduous and coniferous forest to glacial lakes, glaciers and rugged mountains. There is a great range of supporting natural phenomena, both terrestrial and marine such as submarine moraines and marine mammals. Remnants of old and now mostly abandoned transhumant farms add a cultural aspect to the dramatic natural landscape that complements and adds human interest to the area.</p>";"<p><em>Critère (viii) : </em>Les Fjords de l’Ouest de la Norvège sont des fjords classiques, superbement développés, considérés comme la localité type des paysages de fjords de la planète. Ils sont comparables, par leur échelle et leur qualité, aux autres fjords qui se trouvent sur la Liste du patrimoine mondial et se distinguent par le contexte climatique et géologique. Le bien proposé met en scène une gamme complète des secteurs internes de deux des plus longs et des plus profonds fjords du monde.</p>
<p><em>Critère (vii)</em> : On considère que les régions de Nærøyfjord et Geirangerfjord sont parmi les régions de fjords les plus exceptionnelles, sur le plan esthétique, de la planète. Leur beauté naturelle exceptionnelle provient des murailles de roche cristalline étroites et abruptes qui s’élèvent jusqu’à 1400 m depuis la mer de Norvège et descendent jusqu’à 500 m au-dessous du niveau de la mer. Le long des murs abrupts des fjords il y a de nombreuses cascades, tandis que des rivières sauvages coulent à travers des forêts d’essences décidues et de conifères vers des lacs glaciaires, des glaciers et des montagnes escarpées. De nombreux phénomènes naturels, tant terrestres que marins, viennent s’ajouter à cela, notamment des moraines sous-marines et des mammifères marins. Les vestiges d’anciennes exploitations pratiquant la transhumance aujourd’hui essentiellement abandonnées ajoutent une dimension culturelle à ce paysage naturel remarquable et un intérêt humain à la région.</p>";2005;;0;;;7,16667;62,11667;122712;0;0;0;0;0;0;1;1;0;0;(vii)(viii);Natural;N;Norway;Norvège;Europe and North America;Europe et Amérique du Nord;no;nor;0
2047;1486;;Rjukan-Notodden Industrial Heritage Site;Site du patrimoine industriel de Rjukan-Notodden;<p><span>Located in a dramatic landscape of mountains, waterfalls and river valleys, the site comprises hydroelectric power plants, transmission lines, factories, transport systems and towns. The complex was established by the Norsk-Hydro Company to manufacture artificial fertilizer from nitrogen in the air. It was built to meet the Western world’s growing demand for agricultural production in the early 20</span><sup>th</sup><span> century. The company towns of Rjukan and Notodden show workers’ accommodation and social institutions linked by rail and ferry to ports where the fertilizer was loaded. The Rjukan-Notodden site manifests an exceptional combination of industrial assets and themes associated to the natural landscape. It stands out as an example of a new global industry in the early 20</span><sup>th</sup><span> century.</span></p>;<p>Situé au sein d’un paysage spectaculaire de montagnes, de chutes d’eau et de vallées fluviales, le site comprend un ensemble de centrales hydroélectriques, de lignes électriques, d’usines, de réseaux de transport et de villes. Ce complexe fut mis en place par la société Norsk Hydro pour produire des engrais chimiques à partir de l’azote présent dans l’air. Il s’agissait de répondre à la demande croissante du monde occidental en matière de production agricole au début du XXe siècle. Les villes ouvrières de Rjukan et de Notodden présentent des logements ouvriers et des institutions sociales reliés à un réseau ferré et des services de ferrys vers les ports d’embarcation des engrais. Le site de Rjukan-Notodden, qui manifeste une association exceptionnelle d’équipements et de concepts industriels liés au paysage, offre un exemple de nouvelle industrie mondiale au début du XXe siècle.</p>;;;2015;;0;;;8,593611111;59,87861111;4959,5;0;1;0;1;0;0;0;0;0;0;(ii)(iv);Cultural;C;Norway;Norvège;Europe and North America;Europe et Amérique du Nord;no;nor;0
502;433;;Bahla Fort;Fort de Bahla;<p>The oasis of Bahla owes its prosperity to the Banu Nebhan, the dominant tribe in the area from the 12th to the end of the 15th century. The ruins of the immense fort, with its walls and towers of unbaked brick and its stone foundations, is a remarkable example of this type of fortification and attests to the power of the Banu Nebhan.</p>;"<p>L'oasis de Bahla doit sa prosp&eacute;rit&eacute; aux Banu Nabhan, qui s'impos&egrave;rent aux autres communaut&eacute;s entre le XII<sup>e</sup> si&egrave;cle et la fin du XV<sup>e</sup>. Leur puissance est attest&eacute;e par les ruines de l'immense fort aux murailles et aux tours de brique crue et au soubassement de pierre, exemple remarquable de ce type de fortification.</p>";;;1987;;0;2004;P 1988-2004;57,30111;22,96417;0;0;0;0;1;0;0;0;0;0;0;(iv);Cultural;C;Oman;Oman;Arab States;États arabes;om;omn;0
503;434;;Archaeological Sites of Bat, Al-Khutm and Al-Ayn;Sites archéologiques de Bat, Al-Khutm et Al-Ayn;<p>The protohistoric site of Bat lies near a palm grove in the interior of the Sultanate of Oman. Together with the neighbouring sites, it forms the most complete collection of settlements and necropolises from the 3rd millennium B.C. in the world.</p>;"<p>Le site protohistorique de Bat, au voisinage d'une palmeraie de l'int&eacute;rieur du sultanat d'Oman, constitue avec ses sites annexes l'ensemble le plus complet de zones d'habitat et de n&eacute;cropoles du III<sup>e</sup> mill&eacute;naire av. J.-C.</p>";;;1988;;0;;;56,745;23,26986;0;0;0;1;1;0;0;0;0;0;0;(iii)(iv);Cultural;C;Oman;Oman;Arab States;États arabes;om;omn;0
1180;1010;;Land of Frankincense;Terre de l’encens;<p>The frankincense trees of Wadi Dawkah and the remains of the caravan oasis of Shisr/Wubar and the affiliated ports of Khor Rori and Al-Baleed vividly illustrate the trade in frankincense that flourished in this region for many centuries, as one of the most important trading activities of the ancient and medieval world.</p>;<p>Les arbres d'encens de l'Ouadi Dawkah, les vestiges de l'oasis caravanière de Shisr/Wubar et les ports associés de Khor Rori et d'Al-Baleed illustrent de manière frappante le commerce de l'encens qui prospéra dans cette région durant de nombreux siècles et fut l'une des plus importantes activités commerciales du monde antique et médiéval.</p>;<p>Criterion iii The group of archaeological sites in Oman represent the production and distribution of frankincense, one of the most important luxury items of trade in the Old World in antiquity. Criterion iv The Oasis of Shishr and the entrepots of Khor Rori and Al-Balid are outstanding examples of medieval fortified settlements in the Persian Gulf region.</p>;<p>Critère iii L’ensemble des sites archéologiques d’Oman illustre la production et le commerce de l’encens, un des plus luxueux produit de commerce du vieux monde dans l’Antiquité. Critère iv L’oasis de Shisr et les ports de Khor Rori et d’al-Balid sont des exemples remarquables d’habitats médiévaux fortifiés dans la région du golfe Persique.</p>;2000;;0;;;53,64759;18,25333;849,88;0;0;1;1;0;0;0;0;0;0;(iii)(iv);Cultural;C;Oman;Oman;Arab States;États arabes;om;omn;0
1384;1207;;<i>Aflaj</i> Irrigation Systems of Oman;Systèmes d’irrigation <i>aflaj</i> d’Oman;<p>The property includes five <em>aflaj</em> irrigation systems and is representative of some 3,000 such systems still in use in Oman. The origins of this system of irrigation may date back to AD 500, but archaeological evidence suggests that irrigation systems existed in this extremely arid area as early as 2500 BC. Using gravity, water is channelled from underground sources or springs to support agriculture and domestic use. The fair and effective management and sharing of water in villages and towns is still underpinned by mutual dependence and communal values and guided by astronomical observations. Numerous watchtowers built to defend the water systems form part of the site reflecting the historic dependence of communities on the <em>aflaj</em> system. Threatened by falling level of the underground water table, the <em>aflaj</em> represent an exceptionally well-preserved form of land use.</p>;<p>Les cinq systèmes d’irrigation inscrits représentent les quelques 3 000 systèmes d’irrigation encore en activité en Oman. La construction la plus ancienne pourrait remonter aux environs de 500 apr. J.C. mais des preuves archéologiques récentes suggèrent que les systèmes d’irrigation existaient dans la région dès 2 500 av. J.-C. Ce système d’irrigation conduit l’eau des sources souterraines, par gravité, sur des kilomètres pour alimenter l’agriculture et les peuplements permanents. La gestion et le partage équitable et efficace de l’eau dans les villages et les villes sont toujours sous-tendus par des notions de dépendance mutuelle et de collectivité, et guidés par des observations astronomiques. De nombreuses tours de guet construites pour défendre les systèmes d’adduction d’eau sont intégrées au site. Elles reflètent la dépendance des communautés aux <em>aflaj</em> . Menacé par la baisse du niveau des eaux souterraines, l'<em>aflaj</em> représente une forme d’occupation des sols exceptionnellement bien conservée.</p>;;;2006;;0;;;57,53605556;22,99888889;1455,949;0;0;0;0;1;0;0;0;0;0;(v);Cultural;C;Oman;Oman;Arab States;États arabes;om;omn;0
2217;1537;;Ancient City of Qalhat;Cité ancienne de Qalhât;<p>The property, which is located on the east coast of the Sultanate of Oman, includes the ancient city of Qalhat, surrounded by inner and outer walls, as well as areas beyond the ramparts where necropolises are located. The city developed as a major port on the east coast of Arabia between the 11th and 15th centuries CE, during the reign of the Hormuz princes. The Ancient City bears unique archaeological testimony to the trade links between the east coast of Arabia, East Africa, India, China and South-East Asia.</p>;<p>Le bien, qui se trouve sur la côte est du sultanat d’Oman, comprend la cité ancienne de Qalhât, délimitée par des remparts intérieurs et extérieurs, ainsi que des zones en dehors des remparts où se situent des nécropoles. La cité était un port important de la côte orientale de l’Arabie, qui s’est développé du XI<sup>e</sup> au XV<sup>e</sup> siècle de notre ère, sous le règne des princes d’Ormuz. Elle fournit des témoignages archéologiques uniques sur les échanges commerciaux entre la côte orientale de l’Arabie, l’Afrique de l’Est, l’Inde et jusqu’à la Chine et l’Asie du Sud-Est.</p>;;;2018;;0;;;59,37811111;22,69522222;75,82;0;1;1;0;0;0;0;0;0;0;(ii)(iii);Cultural;C;Oman;Oman;Arab States;États arabes;om;omn;0
151;138;;Archaeological Ruins at Moenjodaro;Ruines archéologiques de Mohenjo Daro;"<p>The ruins of the huge city of Moenjodaro &ndash; built entirely of unbaked brick in the 3rd millennium B.C. &ndash; lie in the Indus valley. The acropolis, set on high embankments, the ramparts, and the lower town, which is laid out according to strict rules, provide evidence of an early system of town planning.</p>";"<p>Ce site conserve les ruines d'une ville immense de la vall&eacute;e de l'Indus, enti&egrave;rement construite en brique crue et remontant au III<sup>e</sup> mill&eacute;naire av. J.-C. Son acropole, &eacute;lev&eacute;e sur d'&eacute;normes remblais, ses remparts et la rigueur du plan de sa ville basse t&eacute;moignent d'un urbanisme strictement planifi&eacute;.</p>";;;1980;;0;;;68,13888889;27,32916667;240;0;1;1;0;0;0;0;0;0;0;(ii)(iii);Cultural;C;Pakistan;Pakistan;Asia and the Pacific;Asie et Pacifique;pk;pak;0
153;139;;Taxila;Taxila;<p>From the ancient Neolithic tumulus of Saraikala to the ramparts of Sirkap (2nd century B.C.) and the city of Sirsukh (1st century A.D.), Taxila illustrates the different stages in the development of a city on the Indus that was alternately influenced by Persia, Greece and Central Asia and which, from the 5th century B.C. to the 2nd century A.D., was an important Buddhist centre of learning.</p>;"<p>Du tr&egrave;s ancien tumulus n&eacute;olithique de Saraikala aux remparts de Sirkap, datant du II<sup>e</sup> si&egrave;cle av. J.-C., et &agrave; la ville de Sirsukh, du I<sup><sup>e</sup>r</sup> si&egrave;cle apr. J.-C., Taxila illustre les &eacute;tapes du d&eacute;veloppement urbain d'une ville de l'Indus soumise tour &agrave; tour aux influences de la Perse, du monde hell&eacute;nique et de l'Asie centrale, et qui, du VI<sup>e</sup> si&egrave;cle av. J.-C. au II<sup>e</sup> si&egrave;cle de l'&egrave;re chr&eacute;tienne, fut le si&egrave;ge d'une universit&eacute; bouddhique florissante.</p>";;;1980;;0;;;72,8875;33,77916667;0;0;0;1;0;0;1;0;0;0;0;(iii)(vi);Cultural;C;Pakistan;Pakistan;Asia and the Pacific;Asie et Pacifique;pk;pak;0
154;140;;Buddhist Ruins of Takht-i-Bahi and Neighbouring City Remains at Sahr-i-Bahlol;Ruines bouddhiques de Takht-i-Bahi et vestiges de Sahr-i-Bahlol;<p>The Buddhist monastic complex of Takht-i-Bahi (Throne of Origins) was founded in the early 1st century. Owing to its location on the crest of a high hill, it escaped successive invasions and is still exceptionally well preserved. Nearby are the ruins of Sahr-i-Bahlol, a small fortified city dating from the same period.</p>;<p>L'ensemble du monastère bouddhique de Takht-i-Bahi (ou « trône de la source ») a été fondé au début du I<sup><sup>e</sup>r</sup> siècle. Grâce à son emplacement sur la crête d'une haute colline, il a échappé aux invasions successives, ce qui explique son état de préservation exceptionnel. Les ruines voisines de Sahr-i-Bahlol témoignent de la présence d'une petite ville fortifiée datant de la même période.</p>;;;1980;;0;;;71,94583333;34,32083333;50,73;0;0;0;1;0;0;0;0;0;0;(iv);Cultural;C;Pakistan;Pakistan;Asia and the Pacific;Asie et Pacifique;pk;pak;0
158;143;;Historical Monuments at Makli, Thatta;Monuments historiques à Makli, Thatta ;<p>The capital of three successive dynasties and later ruled by the Mughal emperors of Delhi, Thatta was constantly embellished from the 14th to the 18th century. The remains of the city and its necropolis provide a unique view of civilization in Sind.</p>;"<p>Capitale de trois dynasties successives, puis possession des empereurs moghols de Delhi, Thatta n'a cess&eacute; d'&ecirc;tre embellie du XIV<sup>e</sup> au XVIII<sup>e</sup> si&egrave;cle. Les vestiges de la ville et de sa n&eacute;cropole offrent un t&eacute;moignage unique sur la civilisation du Sind.</p>";;;1981;;0;;;67,9;24,76666667;0;0;0;1;0;0;0;0;0;0;0;(iii);Cultural;C;Pakistan;Pakistan;Asia and the Pacific;Asie et Pacifique;pk;pak;0
189;171;;Fort and Shalamar Gardens in Lahore;Fort et jardins de Shalimar à Lahore;<p>These are two masterpieces from the time of the brilliant Mughal civilization, which reached its height during the reign of the Emperor Shah Jahan. The fort contains marble palaces and mosques decorated with mosaics and gilt. The elegance of these splendid gardens, built near the city of Lahore on three terraces with lodges, waterfalls and large ornamental ponds, is unequalled.</p>;"<p>Il s'agit de deux chefs-d'&oelig;uvre de la brillante civilisation moghole &agrave; son apog&eacute;e, au temps de l'empereur Shah Jahan. Le fort de Lahore renferme des palais et mosqu&eacute;es de marbre, orn&eacute;s de mosa&iuml;ques et de dorures. &Agrave; proximit&eacute; de la ville, les merveilleux jardins de Shalimar &eacute;tag&eacute;s sur trois terrasses, avec des pavillons, des cascades et de vastes pi&egrave;ces d'eau, sont d'un raffinement sans &eacute;gal.</p>";;;1981;;0;2012;P 2000-2012;74,30972222;31,59027778;0;1;1;1;0;0;0;0;0;0;0;(i)(ii)(iii);Cultural;C;Pakistan;Pakistan;Asia and the Pacific;Asie et Pacifique;pk;pak;0
693;586;;Rohtas Fort;Fort de Rohtas;"<p>Following his defeat of the Mughal emperor Humayun in 1541, Sher Shah Suri built a strong fortified complex at Rohtas, a strategic site in the north of what is now Pakistan. It was never taken by storm and has survived intact to the present day. The main fortifications consist of the massive walls, which extend for more than 4 km; they are lined with bastions and pierced by monumental gateways. Rohtas Fort, also called Qila Rohtas, is an exceptional example of early Muslim military architecture in Central and South Asia.</p>";"<p>Après avoir vaincu l'empereur moghol Humayun en 1541, Sher Shah Suri a construit un ensemble d'ouvrages défensifs à Rohtas, site stratégique dans le nord de l'actuel Pakistan. Le fort de Rohtas n'a jamais été pris d'assaut et subsiste intact aujourd'hui. Les fortifications principales sont constituées de murs massifs qui s'étendent sur plus de 4 km ; elles comportent des bastions et sont percées de portes monumentales. Le fort de Rohtas, ou Qila Rohtas, est un exemple exceptionnel des débuts de l'architecture militaire musulmane dans cette région d'Asie.</p>";<p>The Committee decided to inscribe this property on the basis of criteria (ii) and (iv), considering that the Rohtas Fort is an exceptional example of the Muslim military architecture of central and south Asia, which blends architectural and artistic traditions from Turkey and the Indian sub-continent to create the model for Mughal architecture and its subsequent refinements and adaptations.</p>;<p>Le Comité a décidé d'inscrire ce bien sur la base des critères (ii) et (iv). Le Fort de Rohtas représente un exemple exceptionnel de l’architecture militaire musulmane dans le centre et le sud de l’Asie, incorporant les traditions architecturales et artistiques de la Turquie et du sous-continent indien pour créer le modèle de l’architecture moghole qui sera raffiné et remodelé par la suite.</p>;1997;;0;;;73,58888889;32,9625;0;0;1;0;1;0;0;0;0;0;0;(ii)(iv);Cultural;C;Pakistan;Pakistan;Asia and the Pacific;Asie et Pacifique;pk;pak;0
1801;1386;;Rock Islands Southern Lagoon;Lagon sud des îles Chelbacheb;<p>Rock Islands Southern Lagoon covers 100,200 ha and includes 445 uninhabited limestone islands of volcanic origin. Many of them display unique mushroom-like shapes in turquoise lagoons surrounded by coral reefs. The aesthetic beauty of the site is heightened by a complex reef system featuring over 385 coral species and different types of habitat. They sustain a large diversity of plants, birds and marine life including dugong and at least thirteen shark species. The site harbours the highest concentration of marine lakes anywhere, isolated bodies of seawater separated from the ocean by land barriers. They are among the islands’ distinctive features and sustain high endemism of populations which continue to yield new species discoveries. The remains of stonework villages, as well as burial sites and rock art, bear testimony to the organization of small island communities over some three millennia. The abandonment of the villages in the 17th and 18th centuries illustrates the consequences of climate change, population growth and subsistence behaviour on a society living in a marginal marine environment.</p>;<p>Ce site de 100 200 hectares compte 445 îlots calcaires inhabités. D’origine volcanique, les îlots ont souvent la forme de champignons entourés de lagons couleur turquoise et de récifs coralliens. La beauté du site est renforcée par un système complexe de récifs comptant 385 espèces de coraux et différents types d’habitat. Ces derniers hébergent une grande variété de plantes, d’oiseaux et d’animaux marins, notamment des dugongs et au moins treize espèces de requins. Le site représente la plus grande concentration de lacs marins au monde. Ces masses d’eau de mer, isolées de l’océan par une barrière terrestre, sont caractéristiques de ces îles et se traduisent par un endémisme élevé qui peut laisser espérer la découverte de nouvelles espèces. Les vestiges des villages en pierre, ainsi que l’art rupestre et les sépultures, apportent un témoignage exceptionnel sur l’organisation des communautés des petites îles pendant plus de trois millénaires. L’abandon des villages des îles Chelbacheb aux XVIIe et XVIIIe siècles illustre les conséquences du changement climatique, de l’essor démographique et du comportement de subsistance dans une société vivant dans un environnement marin marginal.</p>;;;2012;;0;;;134,3525;7,246925;100200;0;0;1;0;1;0;1;0;1;1;(iii)(v)(vii)(ix)(x);Mixed;C/N;Palau;Palaos;Asia and the Pacific;Asie et Pacifique;pw;plw;0
1922;1433;;Birthplace of Jesus: Church of the Nativity and the Pilgrimage Route, Bethlehem;Lieu de naissance de Jésus : l’église de la Nativité et la route de pèlerinage, Bethléem;<p>The inscribed property is situated 10 km south of Jerusalem on the site identified by Christian tradition as the birthplace of Jesus since the 2nd century. A church was first completed there in ad 339 and the edifice that replaced it after a fire in the 6th century retains elaborate floor mosaics from the original building. The site also includes Latin, Greek Orthodox, Franciscan and Armenian convents and churches, as well as bell towers, terraced gardens and a pilgrimage route.</p>;<p>Le bien inscrit est situé à 10 km au sud de Jérusalem sur les sites que les Chrétiens reconnaissent traditionnellement, depuis le IIe siècle, comme le lieu de naissance de Jésus. Une église y a été construite en 339 et l’édifice qui lui a été substitué après un incendie survenu au VIe siècle conserve des vestiges du sol du bâtiment original, en mosaïques élaborées. Le site comprend également des églises et des couvents grecs, latins, orthodoxes, franciscains et arméniens ainsi que des clochers, des jardins en terrasses et une route de pèlerinage.</p>;;;2012;;0;2019;P 2012-2019;35,2075;31,70435278;2,98;0;0;0;1;0;1;0;0;0;0;(iv)(vi);Cultural;C;Palestine;Palestine;Arab States;États arabes;ps;pse;0
2012;1492;;Palestine: Land of Olives and Vines – Cultural Landscape of Southern Jerusalem, Battir;Palestine : terre des oliviers et des vignes – Paysage culturel du sud de Jérusalem, Battir;<p>This site is located a few kilometres south-west of Jerusalem, in the Central Highlands between Nablus and Hebron. The Battir hill landscape comprises a series of farmed valleys, known as <em>widian</em>, with characteristic stone terraces, some of which are irrigated for market garden production, while others are dry and planted with grapevines and olive trees. The development of terrace farming in such a mountainous region is supported by a network of irrigation channels fed by underground sources. A traditional system of distribution is then used to share the water collected through this network between families from the nearby village of Battir.</p>;<p>Ce site est situé à quelques kilomètres au sud-ouest de Jérusalem, dans les hautes terres entre Naplouse et Hébron. Le paysage de collines de Battir comprend une série de vallées agricoles, <em>widian</em>, caractérisées par des terrasses de pierre, certaines irriguées pour la production maraîchère, d’autres sèches et plantées de vignes et d’oliviers. Le développement de ces terrasses cultivées, dans un environnement très montagneux, s’est appuyé sur un réseau de canaux d’irrigation alimenté par des sources souterraines. L’eau collectée grâce à ce réseau est attribuée selon un système traditionnel de répartition équitable entre les familles du village de Battir, situé à proximité de ce paysage culturel.</p>;;;2014;;1;;Y 2014;35,13055556;31,71972222;348,83;0;0;0;1;1;0;0;0;0;0;(iv)(v);Cultural;C;Palestine;Palestine;Arab States;États arabes;ps;pse;0
